doc,dt,pid,texto,n_palavras
202504,2025-04-01,29,"Percentil 25 Percentil 50 Percentil 75 Percentil 99 BANCO BMG S.A. dez/24 10,73 21,45 36,22 81,95 jan/25 9,74 19,48 36,13 81,94 fev/25 10,73 21,44 36,20 81,93 mar/25 17,64 27,17 43,40 72,60 BANCO BRADESCARD dez/24 4,12 12,87 22,94 85,69 jan/25 5,56 16,84 28,88 91,18 fev/25 5,25 16,61 28,18 88,13 mar/25 5,29 16,98 28,83 87,66 BANCO BRADESCO S.A. dez/24 9,11 18,13 33,15 86,81 jan/25 9,46 18,93 34,71 88,67 fev/25 7,18 18,52 35,00 92,52 mar/25 6,62 17,44 34,90 92,48 BANCO BV S.A. dez/24 4,22 11,02 25,76 89,00 jan/25 4,17 10,84 26,92 95,12 fev/25 4,62 12,73 31,15 99,99 mar/25 4,22 11,59 29,68 97,28 BANCO C6 S.A. dez/24 4,08 7,15 15,50 44,44 jan/25 4,08 7,72 18,16 62,42 fev/25 4,07 7,48 17,47 63,16 mar/25 4,09 7,53 16,75 61,54 BANCO CSF S.A. dez/24 7,20 16,47 31,08 89,86 jan/25 8,85 18,39 33,02 90,32 fev/25 8,84 18,64 32,95 91,31 mar/25 9,30 19,09 33,44 91,68 BANCO PAN dez/24 5,40 14,99 22,26 68,84 jan/25 5,41 15,00 23,17 68,85 fev/25 5,21 15,00 23,17 68,92 mar/25 5,02 15,00 21,10 68,25 BANCO SANTANDER (BRASIL) S.A. dez/24 6,10 16,08 27,25 71,22 jan/25 5,84 16,62 28,74 70,16 fev/25 6,20 17,04 31,67 70,25 mar/25 6,61 16,78 31,61 71,75 BCO DO BRASIL S.A. dez/24 1,45 8,16 15,74 60,16 jan/25 1,59 8,76 16,32 63,87 fev/25 2,25 12,20 17,24 74,28 mar/25 1,71 10,53 15,68 79,60 CAIXA ECONÔMICA FEDERAL dez/24 5,07 8,08 14,06 46,76 jan/25 4,73 8,17 14,85 50,70 fev/25 5,15 8,40 15,28 54,10 mar/25 5,24 9,51 15,28 55,92 ITAÚ UNIBANCO S .A. dez/24 5,58 13,91 30,66 100,00 jan/25 5,34 15,03 33,19 100,00 fev/25 5,45 15,25 34,30 100,00 mar/25 5,83 15,36 34,25 100,00 LUIZACRED S.A. SCFI dez/24 6,01 14,66 31,06 100,00 jan/25 5,19 14,58 32,74 100,00 fev/25 5,38 15,10 33,95 100,00 mar/25 5,73 15,79 34,63 100,00 NU FINANCEIRA S.A. CFI dez/24 4,67 12,22 26,64 94,32 jan/25 4,58 12,72 26,85 95,93 fev/25 4,58 12,10 24,10 96,47 mar/25 4,86 12,98 24,50 96,63 PORTOSEG S.A. CFI dez/24 6,36 15,26 30,10 97,29 jan/25 6,44 16,70 33,15 99,73 fev/25 6,33 17,02 33,33 100,00 mar/25 6,33 15,77 32,45 98,35 REALIZE CFI S.A. dez/24 4,51 7,72 17,86 76,77 jan/25 4,01 7,08 17,99 76,77 fev/25 4,50 7,08 17,20 76,76 mar/25 4,54 8,00 17,40 71,53",355
202505,2025-05-01,1,Nota para a Imprensa – 29.05 .2025 1. Crédito ampliado ao setor não financeiro,14
202505,2025-05-01,2,"Em abril, o saldo do crédito ampliado ao setor não financeiro atingiu R$19,0 tri lhões (157,6% do PIB), com alta de 0,7% no mês, refletindo, principalmente, os acréscimos de 1,4% nos títulos públicos de dívida e de 0,7% nos empréstimos do Sistema Financeiro Nacional (SFN). Em doze meses, o crédito ampliado cresceu 13,5%, com avanços de 13,9% nos títulos públicos de dívida e de 10,9% nos empréstimos do SFN.",69
202505,2025-05-01,3,"O crédito ampliado ao governo alcançou saldo de R$8,0 trilhões em abril (66,1% do PIB), com aumento de 1,3% no mês, ressaltando -se a elevação de 1,4% em títulos de dívida. Em doze meses , crescimento de 13,3%, refletindo a elevação de 13,9% em títulos.",45
202505,2025-05-01,4,"O crédito ampliado às empresas somou R$6,6 trilhões em abril (54,9% do PIB), com acréscimo de 0,1% no mês, ressaltando -se a elevação de 0,8% em empréstimos do SFN, e o recuo de 1,0% nos empréstimos externos, influenciado pela apreciação cambial de 1,4 2%. Em relação a abril de 2024, crescimento de 14,2%, resultado de elevações de 22,6% em títulos de dívida, de 11,0% nos em préstimos externos e de 8,7% nos empréstimos do SFN.",75
202505,2025-05-01,5,"O crédito ampliado às famílias situou -se em R$4,4 trilhões (36,6% do PIB), com expansões de 0,7% no mês e de 12, 5% em doze meses, refletindo, basicamente, o desempenho dos empréstimos do SFN.",34
202505,2025-05-01,6,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202505,2025-05-01,7,"O saldo das operações de crédito do SFN avançou 0,7% em abril, totalizando R$6,6 trilhões . Esse avanço refletiu aumentos de 0,5% no crédito às empresas e de 0,8% no crédito às famílias, cujos saldos alcançaram R$2,5 trilhões e R$4,1 trilhões, respectivamente. Em doze meses, a expansão d o crédito do SFN acelerou , com avanço de 11,5% em abril . ante 11,1% no mês anterior . Nas mesmas bases de comparação, o crédito às pessoas jurídicas cresceu 10,2% ante 8,8% no mês anterior, enquanto nas operações com pessoas físicas , incremento de 12,4% ante 12,5% em março.",98
202505,2025-05-01,8,"O estoque das operações de crédito com recursos livres totalizou R$3,8 trilhões em abril, com expansão de 0,3% no mês e de 10,4% em doze meses . O crédito livre para empresas recuou 0,5% no mês e avançou 7,6% em doze meses, somando R$1,6 trilhão. O desempenho no mês decorreu, basicamente, das reduções em desconto de duplicatas e outros recebíveis ( -10,4%), após 24681012141618 abr 23 jun 23 ago 23 out 23 dez 23 fev 24 abr 24 jun 24 ago 24 out 24 dez 24 fev 25 abr 25%Saldos de crédito -Variação em 12 meses Total Pessoa Jurídica Pessoa Física",101
202505,2025-05-01,9,"Nota para a Imprensa – 29.05 .2025 crescimento sazonal no mês anterior, e em capital de giro com prazo até 365 dias ( -6,4%) .",25
202505,2025-05-01,10,"O crédito livre às famílias totalizou R$2,2 trilhões em abril, com avanços de 0,9% no mês e 12,5% em doze meses. O desempenho no mês mostrou -se bastante disseminado entre as principais modalidades, com destaque para as operações de crédito consignado para trabalhadores do setor privado , cujo saldo cresceu 7,4%), impulsionado pelas contratações do Crédito do Trabalhador, instituído pela Medida Provisória nº 1.292, de 12 de março de 2025 .",71
202505,2025-05-01,11,"O estoque das operações de crédito com recursos direcionados somou R$2,8 trilhões em abril, com crescimento s de 1,1% no mês e de 13,0% em doze meses . Por segmento, o crédito direcionado às pessoas jurídicas e às pessoas físicas assinalou expansões mensais de 2,1% e 0,6% e de 14,8% e 12,2% em doze meses, respectivamente, com saldos de R$937,2 bilhões e R$1,9 trilhões, na mesma ordem.",67
202505,2025-05-01,12,"As concessões de crédito do SFN atingiram R$639,9 bilhões em abril. Nas séries sazonalmente ajustadas , as concessões aumentaram 3,1% no mês, com incrementos de 12,5% nas operações pactuadas com as empresas e de 0,4% nas operações com as famílias. Nos doze meses acumulados até abril, as concessões nominais aumentaram 14,2%, com avanços de 17,8% nas operações com pessoas jurídicas e de 11,3% nas operações com pessoas físicas. As concessões nominais médias diárias recuaram 0,9% comparativamente ao mês anterio r, ressaltando -se a ocorrência de um dia útil a mais em abril em relação a março .",97
202505,2025-05-01,13,"A taxa média de juros das concessões de crédito aumentou 0,6 p.p. no mês e 3,7 p.p. em doze meses, situando -se em 31,7% a.a. Nas operações com pessoas jurídicas, a taxa média alcançou 23,1% a.a., com altas de 1,0 p.p. no mês e de 4,6 p.p. em doze meses . A taxa média nas operações com pessoas físicas subiu 0,5 p.p. no mês e 3,2 p.p. em doze meses, alcançando 35,8% a.a.",73
202505,2025-05-01,14,"O spread bancário, que mede a diferença entre as taxas médias de juros das operações de crédito e o custo de captação, alcançou 20,2 p.p., com incrementos de 1,0 p.p. no mês e em doze meses .",37
202505,2025-05-01,15,"No crédito livre, a taxa média de juros alcançou 45,3% a.a., com altas de 1,7 p.p. no mês e de 5,1 p.p. em doze meses. No crédito livre às empresas, a taxa média situou -se em 26,0% a.a., com aumentos de 2,4 350400450500550600650700750 abr 23 jun 23 ago 23 out 23 dez 23 fev 24 abr 24 jun 24 ago 24 out 24 dez 24 fev 25 abr 25R$ bilhõesConcessões de crédito Dessazonalizado Nominal",74
202505,2025-05-01,16,"Nota para a Imprensa – 29.05 .2025 p.p. no mês e de 4,7 p.p. em doze meses . Sobressaíram as elevações nas taxas médias de cheque especial PJ (+30,8 p.p.) e de conta garantida (+24,0 p.p.).",36
202505,2025-05-01,17,"A taxa média de juros do crédito livre às famílias situou -se em 57,4% a.a. em abril , assinalando elevações de 1,1 p.p. no mês e de 4,6 p.p. em doze meses. Foram determinantes os incrementos nas taxas de crédito consignado para trabalhadores do setor privado (+15,1 p.p.) e de crédito pessoal não consignado (+2,0 p.p.).",56
202505,2025-05-01,18,"Em abril, o s efeito s da alteração na composição dos saldos (efeito saldo) e da variação das taxas médias de juros (efeito taxa) mostraram -se igualmente determinantes para a elevação das taxas médias do crédito livre, conforme mostra a tabela a seguir.",43
202505,2025-05-01,19,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de toda a carteira de crédito do SFN, situou -se em 22,8% a.a. em abril, avançando 0,4 p.p. no mês e 0,8 p.p. em 12 meses.",38
202505,2025-05-01,20,"O percentual de inadimplência das operações de crédito total do SFN, considerados os atrasos superiores a 90 dias, situou -se em 3,5% da carteira, assinalando incremento mensal de 0,3 p.p. e de igual intensidade em doze meses.",37
202505,2025-05-01,21,"No crédito livre, a inadimplência situou -se em 4,8% da carteira, com elevações de 0,3 p.p. no mês e em doze meses . A inadimplência no crédito livre às pessoas jurídicas e às pessoas físicas situou -se, respectivamente, em 3,1% e 5,9%, com incrementos mensais de 0,3 p.p. nos dois segmentos. Em doze meses , a inadimplência recuou 0,2 p.p. n o crédito livre às empresas e avançou 0,4 p.p. no crédito livre às famílias.",75
202505,2025-05-01,22,"Em março , o endividamento das famílias situou -se em 48,6%, com crescimento de 0,1 p.p. no mês e de 0,8 p.p . em doze meses. O comprometimento de renda recuou 0,1 p.p. no mês e avançou 1,0 p.p. em doze meses, alcançando 27,2%.",44
202505,2025-05-01,23,"A base monetária situou -se em R$435,1 bilhões no final de abril , com diminuição de 1,9% no mês e crescimento de 7,1% em doze meses. No mês, o volume de papel -moeda em circulação aumentou 0,2% e o saldo d as reservas bancárias recu ou 9,6%.",47
202505,2025-05-01,24,"Taxas médias de juros (% a.a.) Variações mensais (p.p.) mar/25 abr/25Efeito TaxaEfeito Saldo Total Pessoa Física 56,3 57,4 0,5 0,6 1,1 Pessoa Jurídica 23,6 26,0 1,2 1,2 2,4 Total 43,6 45,3 0,8 0,9 1,7Crédito com Recursos Livres",37
202505,2025-05-01,25,"Nota para a Imprensa – 29.05 .2025 Entre os fluxos mensais dos fatores condicionantes da base monetária, impactaram de forma expansionista as operações do setor externo (R$2,3 bilhões ), as operações do Tesouro Nacional (R$1,3 bilhão ), as operações com títulos públicos federais (R$14,8 bilhões , resultado de colocações líquidas de R$23,8 bilhões no mercado primário e compras líquidas de R$38,6 bilhões no mercado secundário) e os depósitos de instituições financeiras (R$10,2 bilhões , resultado das liberaç ões de recursos de caderneta de poupança , +R$1,4 bilhão, e de depósitos voluntários a prazo, +R$17,3 bilhões, além do recolhimento de depósitos a prazo em espécie, -R$9,7 bilhões). As operações com derivativos ocasionaram contração de R$15,8 bilhões.",115
202505,2025-05-01,26,"Os meios de pagamento restritos (M1) alcanç aram R$625,6 bilhões, aumento de 4,2%, resultante do aumento de 8,3% n os depósitos à vista e da estabilidade do papel -moeda em poder do público. Considerando -se dados dessazonalizados, o M1 avançou 2,6% no período.",43
202505,2025-05-01,27,"Os agregados monetários no conceito M2 aumentaram 0,8% no mês, com saldo total de R$6,7 trilhões, refletindo o aumento do M1 e dos títulos privados emitidos por instituições financeiras (+0,5%), que totalizou R$5,1 trilhões em março. No período, o saldo de R$3,3 trilhões dos depósitos a prazo não teve variação significativa, enquanto os saldos das letras financeiras e das letras de crédito cresceram , respectivamente, 1,4% e 2,2%. O saldo dos depósitos de poupança permaneceu estável em R$1,0 trilhão, após ca ptações líquidas negativas de R$6,4 bilhões , que fo ram contrabalançad as pela remuneração do período (R$6,5 bilhões). O M3 totalizou R$12,3 trilhões e avançou 0,9% em abril, resultado do crescimento do M2 e do saldo das quotas de fundos monetários que totalizou R$5,3 trilhões (+1,0%). As operações compromissadas com títulos públicos federais avançaram 11,8%, enquanto as operações com títulos privados rec uaram 11,0%. O M4 contraiu 0,8% no mês, totalizando R$13,6 trilhões. A diminuição do saldo do M4 resultou do aumento dos títulos públicos federais na custódia das instituições financeiras, inclusive fundos de investimento , e da redução dos títulos em poder do público não financeiro . Em doze meses , expansão de 10,3%.",196
202505,2025-05-01,28,4. Limitação do montante de juros e encargos financeiros em cartões de crédito,13
202505,2025-05-01,29,"A Lei nº 14.690 , de 3 de outubro de 2023, determinou que , no crédito rotativo e no parcelamento d o saldo devedor das faturas de cartões de crédito e de outros instrumentos de pagamento pós -pagos , o montante total cobrado a título de juros e encargos financeiros não poderá exceder o valor original da dívida .",59
202505,2025-05-01,30,"Visando contribuir para o acompanhamento dos efeitos dessa legislação, o Banco Central passou a divulgar em página específica os percentuais acumulados dos montantes de juros e encargos nas operações de cartão rotativo e parcelado a partir da entrada em vigor da lei . Esses dados mostra m a distribuição de frequência da proporção dos montantes de juros e encargos financeiros cobrados pelas instituições financeiras em relação ao valor original da dívida e estão disponíveis no endereço www.bcb.gov.br/estatisticas/juros -cartao -de-credito ou pelo caminho Estatísticas > Taxas de Juros > Juros acumulados no cartão de crédito.",94
202505,2025-05-01,31,"Percentil 25 Percentil 50 Percentil 75 Percentil 99 BANCO BMG S.A. jan/25 9,74 19,48 36,13 81,94 fev/25 10,73 21,44 36,20 81,93 mar/25 17,64 27,17 43,40 72,60 abr/25 15,93 19,91 26,87 72,72 BANCO BRADESCARD jan/25 5,56 16,84 28,88 91,18 fev/25 5,25 16,61 28,18 88,13 mar/25 5,29 16,98 28,83 87,66 abr/25 5,32 16,74 28,63 90,42 BANCO BRADESCO S.A. jan/25 9,46 18,93 34,71 88,67 fev/25 7,18 18,52 35,00 92,52 mar/25 6,62 17,44 34,90 92,48 abr/25 6,39 18,10 34,95 90,49 BANCO BV S.A. jan/25 4,17 10,84 26,92 95,12 fev/25 4,62 12,73 31,15 99,99 mar/25 4,22 11,59 29,68 97,28 abr/25 3,48 7,42 24,80 96,98 BANCO C6 S.A. jan/25 4,08 7,72 18,16 62,42 fev/25 4,07 7,48 17,47 63,16 mar/25 4,09 7,53 16,75 61,54 abr/25 4,09 7,25 16,03 59,42 BANCO CSF S.A. jan/25 8,85 18,39 33,02 90,32 fev/25 8,84 18,64 32,95 91,31 mar/25 9,30 19,09 33,44 91,68 abr/25 9,92 19,93 34,74 92,02 BANCO PAN jan/25 5,41 15,00 23,17 68,85 fev/25 5,21 15,00 23,17 68,92 mar/25 5,02 15,00 21,10 68,25 abr/25 5,02 15,00 23,01 68,23 BANCO SANTANDER (BRASIL) S.A. jan/25 5,84 16,62 28,74 70,16 fev/25 6,20 17,04 31,67 70,25 mar/25 6,61 16,78 31,61 71,75 abr/25 6,60 17,91 32,62 73,31 BCO DO BRASIL S.A. jan/25 1,59 8,76 16,32 63,87 fev/25 2,25 12,20 17,24 74,28 mar/25 1,71 10,53 15,68 79,60 abr/25 1,91 10,54 16,46 79,32 CAIXA ECONÔMICA FEDERAL jan/25 4,73 8,17 14,85 50,70 fev/25 5,15 8,40 15,28 54,10 mar/25 5,24 9,51 15,28 55,92 abr/25 4,42 9,73 16,10 56,47 ITAÚ UNIBANCO S .A. jan/25 5,34 15,03 33,19 100,00 fev/25 5,45 15,25 34,30 100,00 mar/25 5,83 15,36 34,25 100,00 abr/25 5,96 16,27 34,92 100,00 LUIZACRED S.A. SCFI jan/25 5,19 14,58 32,74 100,00 fev/25 5,38 15,10 33,95 100,00 mar/25 5,73 15,79 34,63 100,00 abr/25 5,77 16,29 34,68 100,00 NU FINANCEIRA S.A. CFI jan/25 4,58 12,72 26,85 95,93 fev/25 4,58 12,10 24,10 96,47 mar/25 4,86 12,98 24,50 96,63 abr/25 4,58 12,52 25,27 96,52 PORTOSEG S.A. CFI jan/25 6,44 16,70 33,15 99,73 fev/25 6,33 17,02 33,33 100,00 mar/25 6,33 15,77 32,45 98,35 abr/25 6,30 16,86 32,53 97,96 REALIZE CFI S.A. jan/25 4,01 7,08 17,99 76,77 fev/25 4,50 7,08 17,20 76,76 mar/25 4,54 8,00 17,40 71,53 abr/25 4,51 7,72 17,99 76,78",355
202506,2025-06-01,1,Nota para a Imprensa – 27.06 .2025 1. Crédito ampliado ao setor não financeiro,14
202506,2025-06-01,2,"Em maio, o saldo do crédito ampliado ao setor não financeiro atingiu R$19,1 trilhões (157,2% do PIB), com alta de 0,7% no mês, refletindo, principalmente, os acréscimos de 0,6% nos empréstimos do Sistema Financeiro Nacional (SFN), de 0,4% nos títulos públi cos de dívida e de 1,0% nos empréstimos externos. Em doze meses, o crédito ampliado cresceu 12,2%, com avanços de 10,9% nos títulos públicos de dívida, de 11,2% nos empréstimos do SFN , de 18,8% nos títulos privados de dívida e de 9,9% nos empréstimos exter nos.",88
202506,2025-06-01,3,"O crédito ampliado às empresas somou R$6,7 trilhões em maio (54,8% do PIB), com acréscimo de 0,8% no mês, ressaltando -se a elevação de 0,9% em empréstimos do SFN e de 1,0% nos empréstimos externos, influenciad a pela depreciação cambial de 0,85%. Em relação a maio de 2024, houve crescimento de 13,7%, resultado de elevações de 21,4% em títulos de dívida, de 9,8% nos empréstimos externos e de 9,3% nos empréstimos do SFN.",73
202506,2025-06-01,4,"O crédito ampliado às famílias situou -se em R$4,4 trilhões (36,4% do PIB), com expansões de 0, 5% no mês e de 12,3% em doze meses, refletindo basicamente o desempenho dos empréstimos do SFN.",34
202506,2025-06-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202506,2025-06-01,6,"O estoque das operações de crédito do SFN somou R$6,7 trilhões em maio, assinalando crescimento de 0,6% no mês . Esse desempenho refletiu os incrementos de 0, 8% no crédito às pessoas jurídicas e de 0, 4% no crédito às pessoas físicas , com estoques totalizando R$2,5 trilhões e R$4,1 trilhões, respectivamente. Na comparação com igual período do ano anterior , o crédito do SFN manteve o ritmo de crescimento , com alta de 11, 8%. Observadas as mesmas bases de comparação, o crédito às empresas cresceu 10,9% ante 10,4 % no mês anterior, enquanto as operações com as famílias cresce ram 12,3% ante 12, 7% em abril .",109
202506,2025-06-01,7,"O crédito com recursos livres avançou 0,5% no mês e 11,0% em doze meses , ao totalizar R$3,8 trilhões . Nas operações de crédito livremente pactuadas para pessoas jurídicas, o estoque somou R$1,6 trilhão em maio, com altas de 0,5% no mês e 8,5% em doze meses . Esse resultado decorreu, principalmente , do avanço da carteira de desconto de duplicatas e outros recebíveis (+6,1%), seguida dos incrementos nas 246810121416 mai 23 jul 23 set 23 nov 23 jan 24 mar 24 mai 24 jul 24 set 24 nov 24 jan 25 mar 25 mai 25%Saldos de crédito -Variação em 12 meses Total Pessoa Jurídica Pessoa Física",107
202506,2025-06-01,8,"Nota para a Imprensa – 27.06 .2025 carteiras de adiantamento de contratos de câmbio – ACC (+2,2%) e de capital de giro com prazo superior a 365 dias (+0,5%) .",30
202506,2025-06-01,9,"O estoque de crédito livre às pessoas físicas cresceu 0,5% no mês e 12,8% em doze meses, somando R$ 2,3 trilhões em maio . O crescimento mensal mostrou -se concentrado nas modalidades de cartão de crédito à vista (+1,2%), financiamento para aquisição de veículos (+1,3%) e crédito pessoal não consignado (+0,9%) .",52
202506,2025-06-01,10,"O crédito com recursos direcionados totalizou R$2,8 trilhões em maio , com avanços de 0,7% no mês e de 12,9 % em doze meses . O crédito direcionado às empresas somou R$951,3 bilhões, com incrementos de 1,3% no mês e de 15,3% em doze meses, enquanto o destinado às famílias avançou 0,4% e 11,8%, na mesma ordem, alcançando R$1,9 trilhão .",61
202506,2025-06-01,11,"As concessões de crédito do SFN atingiram R$ 636,5 bilhões em maio . Nas séries com ajuste sazonal , as concessões recuaram 1,5% no mês, com diminuições de 2,5% nas operações contratadas com pessoas jurídicas e de 3,9% nas operações com pessoas físicas . Nos doze meses acumulados até maio , as concessões nominais avançaram 14,1%, com acréscimos de 18,7 % nas operações com empresas e de 10,6 % nas operações pactuadas com as famílias . As concessões nominais médias diárias recuaram 5,2% comparativamente a abril , ressaltando -se a ocorrência de um dia útil a mais em maio em relação ao mês anterior .",105
202506,2025-06-01,12,"A taxa média de juros das concessões de crédito do sistema financeiro atingiu 31,5% a.a., com altas de 0,1 p.p. no mês e 3,7 p.p. em doze meses . Nas operações com empresas , a taxa média recuou 0,4 p.p. no mês e aumentou 3,2 p.p. comparativamente ao mesmo período do ano anterior, situando -se em 21,4% a.a. Nas operações pactuadas com as famílias, a taxa média de juros aumentou 0,3 p.p. no mês e 3,7 p.p. em doze meses, atingindo 36,2% a.a.",83
202506,2025-06-01,13,"O spread bancário, que mede a diferença entre as taxas médias de juros das operações de crédito e o custo de captação, alcançou 20,2 p.p., com avanços de 0,3 p.p. no mês e 1,4 p.p. em doze meses .",39
202506,2025-06-01,14,"Nas operações de crédito livre mente pactuadas , a taxa média de juros situou -se em 45,4% a.a. em maio , com incrementos de 0,6 p.p. no mês e de 5,4 p.p. em doze meses . No crédito livre às pessoas jurídicas , a 400450500550600650700750 mai 23 jul 23 set 23 nov 23 jan 24 mar 24 mai 24 jul 24 set 24 nov 24 jan 25 mar 25 mai 25R$ bilhõesConcessões de crédito Dessazonalizado Nominal",76
202506,2025-06-01,15,"Nota para a Imprensa – 27.06 .2025 taxa média de juros aumentou 0,1 p.p. no mês e 3,6 p.p. em doze meses, situando -se em 24,3% a.a. Contribuíram para esse resultado as elevações das taxas médias de cheque especial (+8,0 p.p.), conta garantida (+1,6 p.p.) e financiamento a exportações (+0,6 p.p.). A taxa média de juros do crédito livre às pessoas físicas situou -se em 58,2 % a.a. em maio , com incrementos de 0,6 p.p. no mês e de 5,6 p.p. em doze meses. Esse resultado foi influenciado principalmente pelo aumento da taxa média de juros das operaçõ es de cartão de crédito rotativo (+5,7 p.p.).",107
202506,2025-06-01,16,"Em maio , o efeito da alteração na composição dos saldos (efeito saldo) foi determinante para o crescimento da taxa média de juros do segmento de pessoas físicas, enquanto o efeito da variação das taxas médias de juros (efeito taxa) mostrou -se preponderante para a elevação da taxa média do crédito livre às pessoas jurídicas , conforme mostra a tabela a seguir.",62
202506,2025-06-01,17,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de toda a carteira de crédito do SFN, situou -se em 22, 9% a.a. em maio, com elevaç ões de 0,1 p.p. no mês e de 1,1 p.p. em doze meses.",43
202506,2025-06-01,18,"O percentual de inadimplência das operações de crédito total do SFN, considerados os atrasos superiores a 90 dias, manteve -se estável no mês, situando -se em 3,5%. Em doze meses, o indicador aumentou 0,2 p.p.",35
202506,2025-06-01,19,"No crédito livre, a inadimplência alcançou 4,9% da carteira, com aumento mensal de 0,1 p.p. e de 0,4 p.p. em doze meses . A inadimplência no crédito livre às empresas manteve -se estável no mês e diminuiu 0,1 p.p. em doze meses , atingindo 3,1% da carteira. No crédito livre às famílias, a inadimplência situou -se em 6,1% da carteira, com elevações de 0,2 p.p. no mês e 0,6 p.p. em doze meses.",73
202506,2025-06-01,20,"Em abril , o endividamento das famílias situou -se em 48,9%, estável no mês e com crescimento de 1,2 p.p. em doze meses. O comprometimento de renda também se manteve estável no mês e avançou 1,2 p.p. em doze meses, alcançando 27,3%.",42
202506,2025-06-01,21,"A base monetária totalizou R$452,1 bilhões em maio, com crescimento s de 3,9% no mês e de 3,5% em doze meses. No mês, o volume de papel -moeda em circulação cresceu 1% e as reservas bancárias , 15,9%.",38
202506,2025-06-01,22,"Entre os fluxos mensais dos fatores condicionantes da base monetária, atuaram de forma expansionista as operações do Tesouro Nacional (R$22,1 bilhões ), as operações do setor externo (R$620 milhões ) e as Taxas médias de juros (% a.a.) Variações mensais (p.p.) abr/25 mai/25Efeito TaxaEfeito Saldo Total Pessoa Física 57,6 58,2 -0,3 0,9 0,6 Pessoa Jurídica 24,2 24,3 0,2 -0,1 0,1 Total 44,8 45,4 -0,1 0,7 0,6Crédito com Recursos Livres",69
202506,2025-06-01,23,"Nota para a Imprensa – 27.06 .2025 operações com títulos públicos federais (R$30,7 bilhões , resultado de resgates líquidos de R$45,5 bilhões no mercado primário e vendas líquidas de R$14,9 bilhões no mercado secundário). No sentido contracionista, contribuíram as operações com derivativos (R$1,7 bilhão ) e os depósitos de instituições financeiras (R$6,8 bilhões , resultado da liberação de recursos do Proagro, +R$1 bilhão, de depósitos a prazo em espécie, +R$2,3 bilhões e de recursos de depósitos de garantias em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, +R$1,3 bilhões, bem como do recebimento de depósitos voluntários a prazo, -R$11,7 bilhões ).",102
202506,2025-06-01,24,"Os meios de pagamento restritos (M1) som aram R$641,2 bilhões, com expansão de 2% no mês , decorrente de expansões dos depósitos à vista e do papel -moeda em poder do público em 2,3% e 1,8%, respectivamente. Considerando -se dados dessazonalizados, o M1 avançou 1,6% no período.",47
202506,2025-06-01,25,"Os agregados monetários no conceito M2 aumentaram 1,3% no mês, com saldo total de R$6,9 trilhões, refletindo o aumento do saldo dos títulos privados emitidos por instituições financeiras (+1,5%), que totalizou R$5,2 trilhões em maio , além da expansão do M1 . O saldo dos depósitos a prazo aumentou 1,4% (R$3,4 trilhões), enquanto os saldos das letras financeiras e das letras de crédito cresceram, respectivamente, 2,5% e 1,6%. O saldo dos depósitos de poupança cresceu 0,2% (R$1,0 trilhão). O M3 avançou 1,3% em maio, totalizando R$12,6 trilhões, resultado do crescimento do M2 e do saldo das quotas de fundos monetários , que totalizou R$5,5 trilhões (+0,7%). As operações compromissadas com títulos públicos federais e com títulos privados avançaram, respectivamente, 12,6% e 9,7%. O M4 expandiu 1,1% no mês, totalizando R$13,8 trilhões, refletindo o aumento do M3 , contrabalançado pela redução no saldo de títulos públicos do Tesouro Nacional em poder dos residentes. Em 12 meses , a variação do M4 foi de 9,9% .",164
202506,2025-06-01,26,4. Limitação do montante de juros e encargos financeiros em cartões de crédito,13
202506,2025-06-01,27,"A Lei nº 14.690 , de 3 de outubro de 2023, determinou que , no crédito rotativo e no parcelamento d o saldo devedor das faturas de cartões de crédito e de outros instrumentos de pagamento pós -pagos , o montante total cobrado a título de juros e encargos financeiros não poderá exceder o valor original da dívida .",59
202506,2025-06-01,28,"Visando contribuir para o acompanhamento dos efeitos dessa legislação, o Banco Central passou a divulgar em página específica os percentuais acumulados dos montantes de juros e encargos nas operações de cartão rotativo e parcelado a partir da entrada em vigor da lei . Esses dados mostra m a distribuição de frequência da proporção dos montantes de juros e encargos financeiros cobrados pelas instituições financeiras em relação ao valor original da dívida e estão disponíveis no endereço www.bcb.gov.br/estatisticas/juros -cartao -de-credito ou pelo caminho Estatísticas > Taxas de Juros > Juros acumulados no cartão de crédito.",94
